group,bench,case,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,alpha_low,alpha_mid,alpha_high,k,opt_low,opt_high,w_i,w_p,w_f,w_g,phyread_args,phyopt_args,log_file
A,ex216,A_struct_2,PASS,1590.15,12.00,1466.99,12.00,50,50,60.0,20.0,60.0,0,0,25,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex216/ex216_A_struct_2.log
A,ex216,A_struct_wide,PASS,1590.15,12.00,1466.99,12.00,48,47,60.0,20.0,20.0,0,0,24,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex216/ex216_A_struct_wide.log
A,ex226,A_base,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_base.log
A,ex226,A_struct_1,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_1.log
A,ex226,A_struct_2,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_2.log
A,ex226,A_struct_wide,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_wide.log
A,ex251,A_base,PASS,11876.90,18.00,11729.80,18.00,42,67,80.0,40.0,60.0,1,0,28,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_base.log
A,ex251,A_struct_1,PASS,11876.90,18.00,11726.88,18.00,40,71,80.0,40.0,40.0,1,0,25,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_1.log
A,ex251,A_struct_2,PASS,11876.90,18.00,11726.88,18.00,40,71,80.0,40.0,40.0,1,0,25,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_2.log
A,ex251,A_struct_wide,PASS,11876.90,18.00,11729.80,18.00,42,64,80.0,40.0,0.0,1,0,24,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_wide.log
A,ex274,A_base,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_base.log
A,ex274,A_struct_1,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_1.log
A,ex274,A_struct_2,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_2.log
A,ex274,A_struct_wide,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_wide.log
