part,pot,criticality,slack_potential,struct_potential,fanout,window_size,prior,model_prob,accepted,area_impr_pct,delay_delta,node
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,8.388137,13.599976,n198
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,3.025138,8.559998,n199
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,2.317482,1.979980,n217
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,-0.333451,0.880005,n280
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,1,0.440896,0.000000,n329
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,1,-1.520198,-0.420013,n399
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,4.572947,4.130005,n472
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,2.864736,4.130005,n536
0,0.313786,0.800000,0.200000,0.768931,2,16,0.500000,0.186669,0,6.818182,11.029999,n571
0,0.280000,0.900000,0.100000,1.000000,1,16,0.500000,0.174685,0,-1.165689,0.000000,n288
0,0.280000,0.900000,0.100000,1.000000,1,16,0.500000,0.174685,1,0.000000,0.000000,n364
0,0.280000,0.900000,0.100000,1.000000,1,16,0.500000,0.174685,0,1.854839,1.350006,n496
0,0.280000,0.900000,0.100000,1.000000,1,16,0.500000,0.174685,0,2.181085,0.630005,n541
0,0.280000,0.900000,0.100000,1.000000,1,16,0.500000,0.174685,0,0.000000,0.000000,n655
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,2.445015,4.829987,n118
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,-0.394062,4.829987,n119
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,0.478372,1.300018,n120
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,2.708944,3.360016,n127
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,4.919355,7.309998,n129
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,1,1.024560,0.000000,n138
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,-2.262921,0.000000,n224
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,1,0.000000,0.000000,n275
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,2.659210,5.910004,n380
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,-0.149997,1.429993,n381
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,-0.837022,0.000000,n497
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,5.372123,9.140015,n542
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,3.225866,5.619995,n552
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,3.922150,4.520020,n561
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,5.792485,5.760010,n562
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,3.333272,5.760010,n563
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,5.305457,7.750000,n583
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,1,0.000000,0.000000,n653
0,0.236909,0.900000,0.100000,0.784543,1,16,0.500000,0.171956,0,0.000000,0.000000,n656
1,0.940000,0.200000,0.800000,1.000000,1,16,0.500000,0.383645,0,0.000000,0.000000,n427
1,0.910000,0.300000,0.700000,1.000000,1,16,0.500000,0.363323,0,-0.246292,0.000000,n412
1,0.910000,0.300000,0.700000,1.000000,1,16,0.500000,0.363323,0,0.000000,0.000000,n580
1,0.910000,0.300000,0.700000,1.000000,1,16,0.500000,0.363323,1,1.622192,0.630005,n615
1,0.880000,0.400000,0.600000,1.000000,1,16,0.500000,0.343477,0,0.000000,0.000000,n307
1,0.880000,0.400000,0.600000,1.000000,1,16,0.500000,0.343477,0,0.000000,0.000000,n331
1,0.880000,0.400000,0.600000,1.000000,1,16,0.500000,0.343477,0,0.000000,0.000000,n485
1,0.880000,0.400000,0.600000,1.000000,1,16,0.500000,0.343477,0,-0.256000,0.000000,n608
1,0.819180,0.100000,0.900000,0.784543,1,16,0.500000,0.373364,0,0.000000,0.000000,n165
1,0.819180,0.100000,0.900000,0.784543,1,16,0.500000,0.373364,0,-0.199529,0.000000,n538
1,0.789180,0.200000,0.800000,0.784543,1,16,0.500000,0.353274,1,0.045176,0.000000,n444
1,0.789180,0.200000,0.800000,0.784543,1,16,0.500000,0.353274,0,-0.201503,0.000000,n475
1,0.789180,0.200000,0.800000,0.784543,1,16,0.500000,0.353274,0,-0.252349,0.000000,n531
1,0.789180,0.200000,0.800000,0.784543,1,16,0.500000,0.353274,0,0.000000,0.000000,n548
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,0,0.000000,0.000000,n211
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,0,0.000000,0.000000,n238
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,0,0.000000,0.000000,n404
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,1,1.001864,1.610016,n405
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,0,0.000000,0.000000,n428
1,0.759180,0.300000,0.700000,0.784543,1,16,0.500000,0.333690,1,3.484944,4.719971,n430
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,-0.987445,0.529999,n78
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,-0.839624,0.000000,n157
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,0.000000,0.000000,n291
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,-0.731222,0.000000,n319
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,0.000000,0.000000,n394
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,1.988687,1.429993,n438
2,0.750000,0.500000,0.500000,1.000000,1,16,0.500000,0.197456,0,-0.313381,0.000000,n648
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,-0.425725,0.000000,n38
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,-0.203008,-2.299988,n202
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,1,0.102489,0.000000,n312
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,1,0.007892,0.000000,n435
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,1.833034,5.440002,n449
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,0.000000,0.000000,n455
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,-1.793572,0.000000,n462
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,1,1.209526,0.000000,n527
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,0.846848,2.150024,n593
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.101861,0.000000,n33
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.164416,0.960022,n108
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,0.000000,0.000000,n136
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,1,0.101861,0.000000,n247
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.047984,0.000000,n251
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.105964,0.000000,n256
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.069636,0.000000,n375
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.213927,0.000000,n425
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,0.000000,0.000000,n486
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.589799,0.000000,n489
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.589799,0.000000,n546
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.917348,1.710022,n595
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.533819,0.000000,n631
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.431513,0.000000,n63
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n64
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.967331,1.710022,n79
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.483496,0.960022,n83
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.701422,0.000000,n149
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.703421,0.000000,n150
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.895695,1.970032,n180
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.053982,0.000000,n220
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.224245,0.000000,n232
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.264053,0.000000,n315
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.002006,0.000000,n320
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.494274,0.000000,n322
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n326
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.044126,0.000000,n336
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n365
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.266881,0.000000,n395
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.488914,1.970032,n415
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-5.460545,-4.859985,n439
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.865116,0.570007,n464
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n465
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.064384,0.000000,n479
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.646265,0.000000,n487
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.642239,0.000000,n520
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.106704,0.000000,n522
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.044340,2.180023,n557
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-3.105790,2.180023,n582
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.043654,0.000000,n605
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n614
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.161235,0.000000,n617
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.523329,0.000000,n621
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.523329,0.000000,n622
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.538122,0.000000,n623
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.287865,0.000000,n624
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n625
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.561965,0.000000,n626
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.912994,0.000000,n627
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.074229,0.000000,n628
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.834049,0.000000,n629
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.699357,0.000000,n632
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.870669,0.000000,n643
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n651
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-1.295927,-0.649994,n62
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-2.081948,4.670013,n80
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-0.820283,1.010010,n197
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,1,0.052401,0.000000,n318
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,1,0.163336,0.000000,n325
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-4.671783,0.000000,n367
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,0.000000,0.000000,n413
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-0.054534,0.000000,n484
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-2.264189,0.000000,n512
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.910927,0.000000,n88
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,1.056352,3.080017,n90
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.403757,1.970032,n159
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.119168,1.970032,n160
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-3.066047,0.000000,n161
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n200
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n201
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n253
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n262
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.925066,-0.649994,n266
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.706928,0.000000,n293
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.212078,0.000000,n323
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n324
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,1.908705,8.370026,n347
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-5.003030,0.529999,n348
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.436275,0.000000,n350
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,1,0.105029,0.000000,n411
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-3.882082,4.399994,n420
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-4.134821,-2.829987,n421
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.525699,1.970032,n434
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n446
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.632860,5.440002,n447
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n450
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,1,0.002022,0.000000,n454
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.623633,0.000000,n457
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.623633,0.000000,n458
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n459
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.374062,0.000000,n463
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.132297,0.000000,n466
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.697576,0.000000,n467
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-2.673029,2.660004,n92
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-1.726753,0.960022,n107
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,1,0.000000,0.000000,n109
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-2.630568,3.820007,n124
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n432
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n471
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n553
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n556
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n565
2,0.592272,0.600000,0.400000,0.784543,1,16,0.075782,0.077743,0,0.000000,0.000000,n506
2,0.592272,0.600000,0.400000,0.784543,1,16,0.075782,0.077743,0,-0.105142,0.000000,n507
2,0.592272,0.600000,0.400000,0.784543,1,16,0.075782,0.077743,1,0.327557,0.000000,n508
