group,bench,case,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,alpha_low,alpha_mid,alpha_high,k,opt_low,opt_high,w_i,w_p,w_f,w_g,phyread_args,phyopt_args,log_file
A,ex216,A_struct_2,PASS,1590.15,12.00,1466.99,12.00,50,50,60.0,20.0,60.0,0,0,25,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex216/ex216_A_struct_2.log
A,ex216,A_struct_wide,PASS,1590.15,12.00,1466.99,12.00,48,47,60.0,20.0,20.0,0,0,24,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex216/ex216_A_struct_wide.log
A,ex226,A_base,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_base.log
A,ex226,A_struct_1,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_1.log
A,ex226,A_struct_2,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_2.log
A,ex226,A_struct_wide,PASS,73786.80,26.00,73869.00,25.00,34,85,60.0,0.0,20.0,0,0,42,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex226/ex226_A_struct_wide.log
A,ex251,A_base,PASS,11876.90,18.00,11729.80,18.00,42,67,80.0,40.0,60.0,1,0,28,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_base.log
A,ex251,A_struct_1,PASS,11876.90,18.00,11726.88,18.00,40,71,80.0,40.0,40.0,1,0,25,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_1.log
A,ex251,A_struct_2,PASS,11876.90,18.00,11726.88,18.00,40,71,80.0,40.0,40.0,1,0,25,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_2.log
A,ex251,A_struct_wide,PASS,11876.90,18.00,11729.80,18.00,42,64,80.0,40.0,0.0,1,0,24,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex251/ex251_A_struct_wide.log
A,ex274,A_base,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_base.log
A,ex274,A_struct_1,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_1.log
A,ex274,A_struct_2,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_2.log
A,ex274,A_struct_wide,PASS,91824.53,40.00,91379.51,40.00,47,73,60.0,0.0,80.0,0,0,36,0.10,0.50,0.90,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/A/ex274/ex274_A_struct_wide.log
B,c1908,B_base,PASS,209.08,13.00,176.36,11.00,18,72,80.0,0.0,20.0,34,3,18,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c1908/c1908_B_base.log
B,c1908,B_fast_k30,PASS,209.08,13.00,181.15,11.00,16,57,80.0,0.0,40.0,24,0,17,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c1908/c1908_B_fast_k30.log
B,c1908,B_fast_k25,PASS,209.08,13.00,184.60,11.00,15,48,80.0,0.0,0.0,24,0,13,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c1908/c1908_B_fast_k25.log
B,c1908,B_balanced_fast,PASS,209.08,13.00,183.54,11.00,16,55,80.0,0.0,40.0,26,0,14,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c1908/c1908_B_balanced_fast.log
B,c432,B_base,PASS,138.85,14.00,98.42,13.00,17,79,40.0,40.0,40.0,24,10,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c432/c432_B_base.log
B,c432,B_fast_k30,PASS,138.85,14.00,97.62,14.00,16,63,40.0,20.0,25.0,10,5,27,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c432/c432_B_fast_k30.log
B,c432,B_fast_k25,PASS,138.85,14.00,102.68,14.00,10,61,40.0,20.0,20.0,10,6,22,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c432/c432_B_fast_k25.log
B,c432,B_balanced_fast,PASS,138.85,14.00,97.62,14.00,16,63,40.0,20.0,25.0,10,5,27,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c432/c432_B_balanced_fast.log
B,c499,B_base,PASS,250.57,9.00,250.04,9.00,12,108,80.0,0.0,33.3,26,0,0,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_base.log
B,c499,B_fast_k30,PASS,250.57,9.00,250.04,9.00,11,79,80.0,0.0,33.3,11,0,0,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_fast_k30.log
B,c499,B_fast_k25,PASS,250.57,9.00,250.04,9.00,10,65,80.0,0.0,33.3,7,0,0,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_fast_k25.log
B,c499,B_balanced_fast,PASS,250.57,9.00,250.04,9.00,11,79,80.0,0.0,33.3,11,0,0,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_balanced_fast.log
B,c5315,B_base,PASS,1158.96,18.00,996.17,18.00,30,77,100.0,0.0,0.0,72,0,3,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_base.log
B,c5315,B_fast_k30,PASS,1158.96,18.00,1002.29,18.00,24,65,100.0,0.0,0.0,58,0,5,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_fast_k30.log
B,c5315,B_fast_k25,PASS,1158.96,18.00,1004.95,18.00,21,54,100.0,0.0,0.0,52,0,2,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_fast_k25.log
B,c5315,B_balanced_fast,PASS,1158.96,18.00,1002.29,18.00,24,65,100.0,0.0,0.0,58,0,5,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_balanced_fast.log
B,ex210,B_base,PASS,6480.56,16.00,6360.33,16.00,37,67,66.7,20.0,60.0,8,0,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_base.log
B,ex210,B_fast_k30,PASS,6480.56,16.00,6384.00,16.00,29,51,66.7,0.0,60.0,7,0,14,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_fast_k30.log
B,ex210,B_fast_k25,PASS,6480.56,16.00,6387.99,16.00,25,43,66.7,0.0,60.0,7,0,11,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_fast_k25.log
B,ex210,B_balanced_fast,PASS,6480.56,16.00,6384.00,16.00,29,51,66.7,0.0,60.0,7,0,14,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_balanced_fast.log
B,ex255,B_base,PASS,269.46,8.00,253.23,8.00,24,62,60.0,20.0,20.0,11,0,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_base.log
B,ex255,B_fast_k30,PASS,269.46,8.00,252.97,8.00,24,46,60.0,0.0,40.0,4,0,16,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_fast_k30.log
B,ex255,B_fast_k25,PASS,269.46,8.00,253.76,8.00,25,33,60.0,40.0,60.0,4,0,6,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_fast_k25.log
B,ex255,B_balanced_fast,PASS,269.46,8.00,255.09,8.00,22,41,50.0,40.0,40.0,5,0,11,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_balanced_fast.log
B,ex258,B_base,PASS,16974.52,21.00,16828.76,21.00,39,70,100.0,0.0,40.0,12,0,11,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_base.log
B,ex258,B_fast_k30,PASS,16974.52,21.00,16848.17,21.00,30,55,100.0,40.0,80.0,12,0,10,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_fast_k30.log
B,ex258,B_fast_k25,PASS,16974.52,21.00,16847.64,21.00,21,51,100.0,20.0,0.0,12,0,10,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_fast_k25.log
B,ex258,B_balanced_fast,PASS,16974.52,21.00,16848.17,21.00,30,55,100.0,40.0,80.0,12,0,10,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_balanced_fast.log
B,ex265,B_base,PASS,87.51,8.00,81.40,7.00,16,58,66.7,0.0,25.0,16,0,10,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_base.log
B,ex265,B_fast_k30,PASS,87.51,8.00,84.59,7.00,11,58,66.7,20.0,25.0,13,0,14,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_fast_k30.log
B,ex265,B_fast_k25,PASS,87.51,8.00,84.59,7.00,11,48,66.7,20.0,25.0,8,0,14,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_fast_k25.log
B,ex265,B_balanced_fast,PASS,87.51,8.00,84.59,7.00,11,58,66.7,20.0,25.0,13,0,14,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_balanced_fast.log
B,ex275,B_base,PASS,59.58,6.00,46.55,6.00,9,63,66.7,0.0,0.0,23,1,8,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_base.log
B,ex275,B_fast_k30,PASS,59.58,6.00,46.55,6.00,8,45,66.7,0.0,0.0,16,1,6,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_fast_k30.log
B,ex275,B_fast_k25,PASS,59.58,6.00,46.55,6.00,8,35,66.7,0.0,0.0,10,1,6,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_fast_k25.log
