group,bench,case,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,alpha_low,alpha_mid,alpha_high,k,opt_low,opt_high,w_i,w_p,w_f,w_g,phyread_args,phyopt_args,log_file
B,c499,B_fast_k25,PASS,250.57,9.00,250.04,9.00,10,65,80.0,0.0,33.3,7,0,0,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_fast_k25.log
B,c499,B_balanced_fast,PASS,250.57,9.00,250.04,9.00,11,79,80.0,0.0,33.3,11,0,0,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c499/c499_B_balanced_fast.log
B,c5315,B_base,PASS,1158.96,18.00,996.17,18.00,30,77,100.0,0.0,0.0,72,0,3,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_base.log
B,c5315,B_fast_k30,PASS,1158.96,18.00,1002.29,18.00,24,65,100.0,0.0,0.0,58,0,5,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_fast_k30.log
B,c5315,B_fast_k25,PASS,1158.96,18.00,1004.95,18.00,21,54,100.0,0.0,0.0,52,0,2,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_fast_k25.log
B,c5315,B_balanced_fast,PASS,1158.96,18.00,1002.29,18.00,24,65,100.0,0.0,0.0,58,0,5,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/c5315/c5315_B_balanced_fast.log
B,ex210,B_base,PASS,6480.56,16.00,6360.33,16.00,37,67,66.7,20.0,60.0,8,0,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_base.log
B,ex210,B_fast_k30,PASS,6480.56,16.00,6384.00,16.00,29,51,66.7,0.0,60.0,7,0,14,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_fast_k30.log
B,ex210,B_fast_k25,PASS,6480.56,16.00,6387.99,16.00,25,43,66.7,0.0,60.0,7,0,11,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_fast_k25.log
B,ex210,B_balanced_fast,PASS,6480.56,16.00,6384.00,16.00,29,51,66.7,0.0,60.0,7,0,14,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex210/ex210_B_balanced_fast.log
B,ex255,B_base,PASS,269.46,8.00,253.23,8.00,24,62,60.0,20.0,20.0,11,0,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_base.log
B,ex255,B_fast_k30,PASS,269.46,8.00,252.97,8.00,24,46,60.0,0.0,40.0,4,0,16,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_fast_k30.log
B,ex255,B_fast_k25,PASS,269.46,8.00,253.76,8.00,25,33,60.0,40.0,60.0,4,0,6,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_fast_k25.log
B,ex255,B_balanced_fast,PASS,269.46,8.00,255.09,8.00,22,41,50.0,40.0,40.0,5,0,11,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex255/ex255_B_balanced_fast.log
B,ex258,B_base,PASS,16974.52,21.00,16828.76,21.00,39,70,100.0,0.0,40.0,12,0,11,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_base.log
B,ex258,B_fast_k30,PASS,16974.52,21.00,16848.17,21.00,30,55,100.0,40.0,80.0,12,0,10,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_fast_k30.log
B,ex258,B_fast_k25,PASS,16974.52,21.00,16847.64,21.00,21,51,100.0,20.0,0.0,12,0,10,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_fast_k25.log
B,ex258,B_balanced_fast,PASS,16974.52,21.00,16848.17,21.00,30,55,100.0,40.0,80.0,12,0,10,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex258/ex258_B_balanced_fast.log
B,ex265,B_base,PASS,87.51,8.00,81.40,7.00,16,58,66.7,0.0,25.0,16,0,10,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_base.log
B,ex265,B_fast_k30,PASS,87.51,8.00,84.59,7.00,11,58,66.7,20.0,25.0,13,0,14,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_fast_k30.log
B,ex265,B_fast_k25,PASS,87.51,8.00,84.59,7.00,11,48,66.7,20.0,25.0,8,0,14,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_fast_k25.log
B,ex265,B_balanced_fast,PASS,87.51,8.00,84.59,7.00,11,58,66.7,20.0,25.0,13,0,14,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex265/ex265_B_balanced_fast.log
B,ex275,B_base,PASS,59.58,6.00,46.55,6.00,9,63,66.7,0.0,0.0,23,1,8,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_base.log
B,ex275,B_fast_k30,PASS,59.58,6.00,46.55,6.00,8,45,66.7,0.0,0.0,16,1,6,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_fast_k30.log
B,ex275,B_fast_k25,PASS,59.58,6.00,46.55,6.00,8,35,66.7,0.0,0.0,10,1,6,0.20,0.50,0.80,25,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 25 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_fast_k25.log
B,ex275,B_balanced_fast,PASS,59.58,6.00,46.55,6.00,8,45,66.7,0.0,0.0,16,1,6,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_balanced_fast.log
